wall_time,elapsed_s,mode,roll_deg,pitch_deg,yaw_deg,speed_mps,accel_g,gyro_dps,stationary,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,alerts
1783262797.863,0.000,bend_pickup,11.03,-21.71,-20.32,0.73,0.99,44.60,0,0.34,0.11,0.92,-8.66,1.77,43.72,
1783262797.881,0.018,bend_pickup,10.44,-21.73,-19.56,0.73,1.00,37.15,0,0.31,0.08,0.95,-9.76,2.01,35.79,
1783262797.901,0.038,bend_pickup,9.96,-21.73,-19.00,0.72,1.04,27.88,0,0.30,0.09,0.99,-8.78,0.12,26.46,
1783262797.921,0.058,bend_pickup,9.65,-21.76,-18.61,0.73,1.05,20.22,0,0.33,0.14,0.98,-6.83,-2.26,18.90,
1783262797.941,0.078,bend_pickup,9.49,-21.84,-18.32,0.74,1.01,15.55,0,0.34,0.20,0.94,-5.06,-4.02,14.15,
1783262797.961,0.098,bend_pickup,9.45,-21.94,-18.05,0.74,0.98,14.40,0,0.34,0.25,0.88,-3.90,-4.15,13.23,
1783262797.981,0.118,bend_pickup,9.43,-22.02,-17.72,0.74,0.97,16.78,0,0.33,0.28,0.87,-3.35,-3.35,16.10,
1783262798.001,0.138,bend_pickup,9.37,-22.09,-17.28,0.75,0.98,21.58,0,0.33,0.27,0.88,-3.05,-2.93,21.16,
1783262798.021,0.158,bend_pickup,9.23,-22.20,-16.76,0.75,0.98,25.57,0,0.35,0.24,0.89,-2.68,-3.05,25.24,
1783262798.041,0.178,bend_pickup,9.03,-22.37,-16.18,0.75,0.98,27.89,0,0.39,0.19,0.88,-2.50,-2.93,27.62,
1783262798.061,0.198,bend_pickup,8.77,-22.53,-15.60,0.74,0.97,27.66,0,0.41,0.15,0.86,-2.62,-1.40,27.50,
1783262798.081,0.218,bend_pickup,8.48,-22.61,-15.05,0.73,0.94,25.62,0,0.37,0.12,0.85,-3.90,0.85,25.30,
1783262798.102,0.239,bend_pickup,8.14,-22.62,-14.59,0.72,0.95,21.53,0,0.35,0.09,0.88,-5.18,1.34,20.85,
1783262798.121,0.258,bend_pickup,7.82,-22.64,-14.22,0.71,1.01,18.48,0,0.37,0.08,0.93,-5.73,0.49,17.56,
1783262798.141,0.278,bend_pickup,7.53,-22.72,-13.93,0.72,1.10,14.90,0,0.45,0.08,1.00,-6.16,-0.98,13.54,
1783262798.161,0.298,bend_pickup,7.20,-22.82,-13.70,0.73,1.13,12.64,0,0.49,0.03,1.02,-6.28,-1.10,10.91,
1783262798.181,0.318,bend_pickup,6.79,-22.84,-13.51,0.71,1.04,10.22,0,0.42,-0.08,0.95,-4.88,1.16,8.90,
1783262798.201,0.338,bend_pickup,6.36,-22.84,-13.36,0.67,0.96,7.14,0,0.39,-0.15,0.87,-2.26,1.83,6.52,
1783262798.221,0.358,bend_pickup,5.96,-22.81,-13.30,0.64,0.95,4.31,0,0.39,-0.18,0.85,-0.12,3.60,2.38,
1783262798.241,0.378,bend_pickup,5.64,-22.68,-13.38,0.61,0.98,7.03,0,0.37,-0.19,0.88,0.43,5.61,-4.21,
1783262798.261,0.398,bend_pickup,5.43,-22.50,-13.64,0.59,0.99,14.08,0,0.34,-0.14,0.92,-1.34,5.55,-12.87,
1783262798.281,0.418,bend_pickup,5.28,-22.33,-14.16,0.58,1.01,25.15,0,0.33,-0.08,0.95,-7.13,2.74,-23.96,
1783262798.301,0.438,bend_pickup,5.10,-22.25,-14.92,0.58,1.05,38.14,0,0.37,-0.07,0.97,-14.27,-0.67,-35.37,
1783262798.321,0.458,bend_pickup,4.83,-22.24,-15.86,0.59,1.07,47.85,0,0.41,-0.11,0.98,-19.82,-2.62,-43.48,
1783262798.341,0.478,bend_pickup,4.50,-22.30,-16.86,0.59,1.06,51.37,0,0.44,-0.15,0.95,-21.52,-4.76,-46.40,
1783262798.361,0.498,bend_pickup,4.22,-22.37,-17.88,0.60,1.05,51.09,0,0.44,-0.15,0.94,-19.94,-5.00,-46.77,
1783262798.381,0.518,bend_pickup,4.06,-22.42,-18.89,0.60,1.03,49.93,0,0.42,-0.08,0.93,-17.74,-4.39,-46.46,
1783262798.401,0.538,bend_pickup,4.03,-22.47,-19.91,0.60,1.01,50.56,0,0.40,0.01,0.93,-17.93,-4.94,-47.01,
1783262798.421,0.558,bend_pickup,4.01,-22.55,-20.94,0.60,1.01,51.82,0,0.41,0.08,0.91,-21.28,-5.30,-46.95,
1783262798.441,0.578,bend_pickup,3.92,-22.71,-21.90,0.60,1.01,51.47,0,0.46,0.10,0.89,-25.55,-6.46,-44.21,
1783262798.461,0.598,bend_pickup,3.67,-22.86,-22.73,0.60,1.01,48.72,0,0.49,0.08,0.88,-29.88,-3.84,-38.29,
1783262798.481,0.618,bend_pickup,3.29,-22.95,-23.40,0.60,1.02,44.65,0,0.49,0.06,0.90,-32.26,-0.91,-30.85,
1783262798.501,0.638,bend_pickup,2.84,-22.94,-23.91,0.60,1.03,40.95,0,0.44,0.06,0.93,-33.48,1.46,-23.54,
1783262798.521,0.658,bend_pickup,2.33,-22.91,-24.29,0.61,1.06,38.30,0,0.42,0.06,0.97,-34.02,1.04,-17.56,
1783262798.541,0.678,bend_pickup,1.76,-22.94,-24.58,0.63,1.09,36.55,0,0.44,0.03,0.99,-34.02,-1.10,-13.29,
1783262798.561,0.698,bend_pickup,1.18,-23.01,-24.81,0.64,1.08,34.67,0,0.46,0.01,0.98,-32.99,-1.95,-10.49,
1783262798.581,0.718,bend_pickup,0.62,-23.09,-25.00,0.65,1.05,32.75,0,0.44,0.01,0.95,-31.52,-2.20,-8.60,
1783262798.601,0.738,bend_pickup,0.07,-23.16,-25.14,0.64,1.01,31.30,0,0.40,-0.00,0.92,-30.43,-3.72,-6.34,
1783262798.621,0.758,bend_pickup,-0.50,-23.27,-25.23,0.64,1.00,31.07,0,0.38,-0.01,0.92,-30.12,-6.16,-4.51,
1783262798.641,0.778,bend_pickup,-1.05,-23.47,-25.30,0.64,1.01,31.45,0,0.41,-0.00,0.92,-29.88,-9.27,-3.23,
1783262798.661,0.798,bend_pickup,-1.61,-23.73,-25.36,0.64,1.00,31.89,0,0.44,-0.02,0.90,-29.88,-10.73,-2.99,
1783262798.681,0.818,bend_pickup,-2.15,-23.99,-25.40,0.63,0.98,30.81,0,0.44,-0.01,0.88,-28.90,-10.49,-2.01,
1783262798.701,0.838,bend_pickup,-2.65,-24.24,-25.37,0.62,0.96,29.05,0,0.43,0.00,0.86,-27.26,-10.00,1.04,
1783262798.721,0.858,bend_pickup,-3.13,-24.44,-25.24,0.61,0.97,27.62,0,0.42,0.02,0.87,-25.61,-8.60,5.73,
1783262798.741,0.878,bend_pickup,-3.61,-24.63,-24.98,0.61,1.00,27.35,0,0.44,0.02,0.90,-23.35,-8.54,11.40,
1783262798.761,0.898,bend_pickup,-4.11,-24.80,-24.58,0.61,1.03,27.87,0,0.46,-0.00,0.92,-20.18,-7.80,17.56,
1783262798.781,0.918,bend_pickup,-4.61,-24.90,-24.04,0.61,1.01,29.77,0,0.42,-0.04,0.92,-15.91,-7.26,24.09,
1783262798.801,0.938,bend_pickup,-5.12,-24.97,-23.34,0.61,1.00,33.93,0,0.38,-0.09,0.93,-10.79,-8.90,30.91,
1783262798.821,0.958,bend_pickup,-5.63,-25.08,-22.50,0.61,1.01,39.44,0,0.39,-0.13,0.93,-5.55,-11.71,37.26,
1783262798.841,0.978,bend_pickup,-6.13,-25.29,-21.58,0.61,1.01,42.92,0,0.44,-0.18,0.90,-0.24,-13.90,40.61,
1783262798.861,0.998,bend_pickup,-6.58,-25.48,-20.65,0.61,1.01,43.11,0,0.45,-0.23,0.87,5.43,-13.05,40.73,
1783262798.881,1.018,bend_pickup,-6.91,-25.60,-19.75,0.61,0.99,42.71,0,0.41,-0.24,0.87,11.34,-12.01,39.39,
