wall_time,elapsed_s,mode,roll_deg,pitch_deg,yaw_deg,speed_mps,accel_g,gyro_dps,stationary,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,alerts
1783262546.083,0.000,hunch_walk,4.57,-30.45,-146.14,0.03,1.00,3.82,0,0.51,0.06,0.86,1.89,-2.38,2.32,
1783262546.101,0.019,hunch_walk,4.58,-30.50,-146.11,0.03,1.00,2.97,1,0.52,0.06,0.85,1.77,-1.89,1.46,
1783262546.121,0.038,hunch_walk,4.59,-30.53,-146.08,0.03,1.00,2.01,1,0.51,0.07,0.86,1.16,-1.10,1.22,
1783262546.141,0.058,hunch_walk,4.59,-30.55,-146.05,0.03,1.00,1.54,1,0.51,0.07,0.86,0.61,-0.61,1.28,
1783262546.161,0.078,hunch_walk,4.57,-30.57,-146.02,0.03,1.00,1.35,1,0.52,0.06,0.85,0.43,-0.06,1.28,
1783262546.181,0.098,hunch_walk,4.56,-30.56,-146.00,0.03,1.00,1.07,1,0.51,0.07,0.85,0.00,0.55,0.91,
1783262546.201,0.118,hunch_walk,4.55,-30.55,-145.98,0.03,1.00,1.20,1,0.51,0.07,0.85,-0.30,0.85,0.79,
1783262546.221,0.139,hunch_walk,4.53,-30.54,-145.97,0.03,1.00,1.49,1,0.52,0.07,0.86,-0.49,1.34,0.43,
1783262546.241,0.158,hunch_walk,4.51,-30.50,-145.95,0.03,1.00,1.96,1,0.51,0.07,0.86,-0.49,1.83,0.49,
1783262546.261,0.178,hunch_walk,4.50,-30.46,-145.94,0.03,1.01,2.06,1,0.51,0.07,0.86,-0.55,1.89,0.61,
1783262546.281,0.198,hunch_walk,4.48,-30.43,-145.92,0.03,1.01,1.88,1,0.51,0.07,0.86,-0.49,1.71,0.61,
1783262546.301,0.218,hunch_walk,4.46,-30.41,-145.90,0.03,1.00,1.75,1,0.51,0.06,0.86,-0.24,1.65,0.55,
1783262546.321,0.239,hunch_walk,4.44,-30.37,-145.89,0.03,1.00,1.81,1,0.51,0.06,0.86,-0.24,1.71,0.55,
1783262546.341,0.258,hunch_walk,4.41,-30.34,-145.88,0.03,1.00,1.70,1,0.50,0.05,0.86,0.24,1.65,0.37,
1783262546.361,0.279,hunch_walk,4.41,-30.31,-145.88,0.03,1.00,1.53,1,0.50,0.05,0.87,0.61,1.40,-0.12,
1783262546.381,0.299,hunch_walk,4.43,-30.28,-145.88,0.03,1.01,1.85,1,0.50,0.06,0.87,1.46,1.10,-0.24,
1783262546.401,0.318,hunch_walk,4.48,-30.26,-145.89,0.03,1.01,1.64,1,0.51,0.08,0.87,1.40,0.73,-0.43,
1783262546.421,0.339,hunch_walk,4.52,-30.25,-145.89,0.03,1.02,1.30,1,0.51,0.08,0.87,1.28,0.18,0.12,
1783262546.441,0.359,hunch_walk,4.53,-30.26,-145.87,0.03,1.01,1.66,1,0.51,0.06,0.87,1.28,-0.61,0.85,
1783262546.461,0.378,hunch_walk,4.53,-30.29,-145.85,0.03,1.01,2.43,1,0.51,0.05,0.87,1.83,-1.22,1.04,
1783262546.481,0.398,hunch_walk,4.55,-30.33,-145.83,0.03,1.00,2.58,1,0.51,0.06,0.86,2.13,-1.28,0.67,
1783262546.501,0.418,hunch_walk,4.58,-30.37,-145.83,0.03,1.00,2.62,1,0.51,0.06,0.85,2.20,-1.40,0.24,
1783262546.521,0.438,hunch_walk,4.61,-30.41,-145.83,0.03,1.00,2.62,1,0.53,0.05,0.85,2.38,-1.10,0.00,
1783262546.541,0.458,hunch_walk,4.63,-30.45,-145.84,0.04,1.00,2.84,0,0.53,0.04,0.85,2.80,-0.24,-0.37,
1783262546.561,0.478,hunch_walk,4.66,-30.47,-145.87,0.05,0.99,4.00,0,0.53,0.03,0.83,3.72,0.61,-1.34,
1783262546.581,0.498,hunch_walk,4.71,-30.48,-145.93,0.06,0.96,5.63,0,0.52,0.02,0.81,4.57,1.71,-2.80,
1783262546.601,0.518,hunch_walk,4.79,-30.48,-146.03,0.08,0.97,7.37,0,0.53,0.02,0.81,5.12,2.56,-4.63,
1783262546.621,0.538,hunch_walk,4.89,-30.42,-146.18,0.09,0.96,9.65,0,0.52,0.01,0.81,5.18,4.51,-6.77,
1783262546.641,0.558,hunch_walk,5.04,-30.35,-146.39,0.10,0.95,12.22,0,0.52,0.03,0.80,5.49,5.67,-9.33,
1783262546.661,0.578,hunch_walk,5.24,-30.22,-146.63,0.11,0.96,14.42,0,0.51,0.06,0.80,4.45,7.80,-11.28,
