wall_time,elapsed_s,mode,roll_deg,pitch_deg,yaw_deg,speed_mps,accel_g,gyro_dps,stationary,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,alerts
1783262350.924,0.000,straight,-0.04,-14.60,126.34,0.00,1.02,0.68,1,0.25,0.00,0.99,-0.55,-0.37,-0.18,
1783262350.941,0.018,straight,-0.07,-14.60,126.33,0.01,1.02,1.07,0,0.24,-0.02,0.99,-0.61,-0.73,-0.49,
1783262350.961,0.038,straight,-0.10,-14.61,126.32,0.01,1.02,1.39,0,0.25,-0.02,0.98,-0.37,-1.22,-0.55,
1783262350.981,0.058,straight,-0.10,-14.66,126.31,0.01,1.01,1.64,1,0.27,-0.01,0.97,0.24,-1.52,-0.55,
1783262351.001,0.078,straight,-0.10,-14.70,126.29,0.01,1.01,1.33,1,0.28,-0.00,0.97,-0.18,-0.73,-1.10,
1783262351.021,0.098,straight,-0.11,-14.71,126.25,0.01,1.01,1.95,1,0.27,-0.00,0.97,-1.04,0.12,-1.65,
1783262351.041,0.118,straight,-0.14,-14.70,126.21,0.01,1.01,2.71,1,0.25,-0.01,0.98,-1.40,0.18,-2.32,
1783262351.061,0.138,straight,-0.17,-14.68,126.15,0.02,1.01,3.14,0,0.25,-0.02,0.98,-1.40,0.12,-2.80,
1783262351.081,0.158,straight,-0.18,-14.67,126.08,0.02,1.02,3.50,0,0.25,-0.01,0.99,-1.16,-0.18,-3.29,
1783262351.101,0.178,straight,-0.18,-14.68,126.01,0.02,1.01,3.58,0,0.25,-0.00,0.98,-0.98,-0.49,-3.41,
1783262351.121,0.198,straight,-0.19,-14.70,125.94,0.02,1.02,3.63,0,0.26,-0.00,0.98,-1.10,-0.55,-3.41,
1783262351.141,0.218,straight,-0.19,-14.71,125.88,0.02,1.02,3.21,0,0.27,-0.00,0.98,-0.98,-0.24,-3.05,
1783262351.161,0.238,straight,-0.18,-14.73,125.83,0.03,1.02,2.65,1,0.26,0.00,0.98,-0.85,-0.24,-2.50,
1783262351.181,0.258,straight,-0.18,-14.74,125.79,0.03,1.01,2.08,1,0.26,0.01,0.98,-0.91,-0.37,-1.83,
1783262351.201,0.278,straight,-0.18,-14.75,125.76,0.02,1.01,1.62,1,0.26,0.00,0.98,-0.85,-0.30,-1.34,
1783262351.221,0.298,straight,-0.19,-14.75,125.74,0.02,1.01,1.20,1,0.26,0.00,0.98,-0.73,-0.24,-0.91,
1783262351.241,0.318,straight,-0.20,-14.76,125.72,0.02,1.01,1.10,1,0.26,-0.01,0.98,-0.67,-0.37,-0.79,
1783262351.261,0.338,straight,-0.21,-14.76,125.71,0.02,1.02,1.08,1,0.26,-0.01,0.98,-0.67,-0.43,-0.73,
1783262351.281,0.358,straight,-0.23,-14.77,125.69,0.03,1.02,1.29,1,0.26,-0.01,0.99,-0.73,-0.55,-0.91,
1783262351.301,0.378,straight,-0.24,-14.78,125.67,0.03,1.02,1.36,1,0.25,-0.01,0.98,-0.67,-0.67,-0.98,
