wall_time,elapsed_s,mode,roll_deg,pitch_deg,yaw_deg,speed_mps,accel_g,gyro_dps,stationary,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,alerts
1783262277.743,0.000,straight,-1.04,-0.54,-45.99,2.37,1.02,1.81,0,0.03,-0.03,1.02,-0.24,-0.30,1.77,
1783262277.761,0.018,straight,-1.05,-0.57,-45.95,2.36,1.03,2.46,0,0.03,-0.03,1.03,0.12,-0.61,2.38,
1783262277.781,0.038,straight,-1.05,-0.61,-45.89,2.36,1.03,3.31,0,0.03,-0.02,1.03,0.24,-1.40,2.99,
1783262277.801,0.058,straight,-1.06,-0.67,-45.82,2.36,1.03,3.68,0,0.03,-0.03,1.03,0.06,-1.77,3.23,
1783262277.821,0.078,straight,-1.08,-0.73,-45.76,2.36,1.03,3.51,0,0.04,-0.04,1.03,-0.12,-1.83,2.99,
1783262277.841,0.098,straight,-1.12,-0.79,-45.71,2.36,1.03,3.19,0,0.03,-0.05,1.03,-0.49,-2.07,2.38,
1783262277.861,0.118,straight,-1.17,-0.86,-45.67,2.36,1.03,3.30,0,0.03,-0.04,1.03,-0.73,-2.68,1.77,
1783262277.881,0.138,straight,-1.22,-0.94,-45.66,2.36,1.03,3.20,0,0.03,-0.05,1.02,-1.10,-2.87,0.91,
1783262277.901,0.158,straight,-1.29,-1.03,-45.65,2.36,1.02,3.48,0,0.04,-0.06,1.02,-1.28,-3.23,0.06,
1783262277.921,0.178,straight,-1.35,-1.11,-45.68,2.36,1.02,3.86,0,0.04,-0.06,1.02,-1.10,-3.48,-1.28,
1783262277.941,0.198,straight,-1.41,-1.20,-45.72,2.36,1.01,4.08,0,0.04,-0.06,1.01,-1.22,-3.29,-2.07,
1783262277.961,0.218,straight,-1.46,-1.30,-45.77,2.36,1.01,4.62,0,0.05,-0.05,1.01,-1.22,-3.41,-2.87,
1783262277.981,0.238,straight,-1.52,-1.40,-45.84,2.35,1.01,4.99,0,0.06,-0.05,1.00,-1.40,-3.35,-3.41,
1783262278.001,0.258,straight,-1.57,-1.49,-45.92,2.35,1.01,4.94,0,0.05,-0.05,1.01,-1.28,-2.74,-3.90,
1783262278.021,0.278,straight,-1.60,-1.57,-45.99,2.35,1.01,4.70,0,0.05,-0.04,1.01,-0.85,-2.56,-3.84,
1783262278.041,0.298,straight,-1.61,-1.65,-46.07,2.34,1.01,4.40,0,0.06,-0.03,1.01,-0.49,-2.20,-3.78,
1783262278.061,0.318,straight,-1.63,-1.72,-46.13,2.34,1.01,3.59,0,0.06,-0.03,1.01,-0.55,-1.59,-3.17,
1783262278.081,0.338,straight,-1.64,-1.79,-46.19,2.34,1.01,3.26,0,0.06,-0.03,1.01,-0.79,-1.04,-2.99,
1783262278.101,0.358,straight,-1.66,-1.82,-46.23,2.33,1.01,2.43,1,0.05,-0.03,1.01,-0.85,-0.61,-2.20,
1783262278.121,0.378,straight,-1.68,-1.85,-46.26,2.33,1.02,2.05,1,0.04,-0.04,1.02,-0.79,-1.04,-1.59,
1783262278.141,0.398,straight,-1.71,-1.89,-46.29,2.33,1.02,2.40,1,0.04,-0.04,1.02,-0.67,-1.83,-1.40,
1783262278.161,0.418,straight,-1.73,-1.96,-46.31,2.33,1.02,2.57,0,0.05,-0.04,1.02,-0.49,-2.13,-1.34,
1783262278.181,0.438,straight,-1.76,-2.03,-46.35,2.32,1.01,2.64,0,0.07,-0.05,1.01,-0.67,-1.95,-1.65,
1783262278.201,0.458,straight,-1.79,-2.08,-46.38,2.32,1.01,2.21,1,0.06,-0.04,1.01,-0.73,-1.28,-1.65,
1783262278.221,0.478,straight,-1.82,-2.12,-46.41,2.32,1.03,1.91,0,0.05,-0.05,1.02,-0.67,-1.04,-1.46,
1783262278.241,0.498,straight,-1.85,-2.17,-46.44,2.32,1.02,2.34,0,0.05,-0.05,1.02,-0.49,-1.71,-1.52,
1783262278.261,0.518,straight,-1.87,-2.23,-46.46,2.32,1.02,2.36,0,0.06,-0.04,1.01,-0.55,-1.77,-1.46,
1783262278.281,0.538,straight,-1.89,-2.29,-46.49,2.31,1.00,1.81,0,0.07,-0.04,1.00,-0.37,-1.16,-1.34,
1783262278.301,0.558,straight,-1.89,-2.32,-46.50,2.31,1.00,0.78,1,0.06,-0.04,1.00,-0.18,-0.18,-0.73,
1783262278.321,0.578,straight,-1.90,-2.34,-46.51,2.30,1.00,0.36,1,0.06,-0.04,1.00,0.00,0.18,-0.30,
1783262278.341,0.598,straight,-1.92,-2.35,-46.51,2.30,1.01,0.28,1,0.06,-0.05,1.01,0.06,0.24,-0.12,
1783262278.361,0.618,straight,-1.93,-2.36,-46.52,2.29,1.01,0.38,1,0.05,-0.05,1.01,0.18,0.30,-0.12,
1783262278.381,0.638,straight,-1.93,-2.38,-46.52,2.29,1.01,0.34,1,0.06,-0.04,1.01,0.24,0.24,0.00,
1783262278.401,0.658,straight,-1.94,-2.39,-46.52,2.29,1.01,0.69,0,0.07,-0.04,1.01,-0.12,0.67,-0.12,
1783262278.421,0.678,straight,-1.96,-2.39,-46.52,2.29,1.02,1.06,0,0.06,-0.05,1.02,-0.12,1.04,-0.18,
1783262278.441,0.698,straight,-1.97,-2.39,-46.52,2.29,1.02,0.88,1,0.05,-0.05,1.02,0.12,0.79,0.37,
1783262278.461,0.718,straight,-1.96,-2.40,-46.50,2.28,1.02,1.03,1,0.06,-0.04,1.02,0.55,0.55,0.67,
1783262278.481,0.738,straight,-1.96,-2.40,-46.48,2.28,1.01,1.31,1,0.06,-0.04,1.01,0.49,0.73,0.98,
1783262278.501,0.758,straight,-1.97,-2.40,-46.47,2.28,1.01,1.39,1,0.06,-0.05,1.01,0.37,1.16,0.67,
1783262278.521,0.778,straight,-1.98,-2.39,-46.47,2.27,1.02,1.20,1,0.05,-0.05,1.02,0.43,1.10,0.24,
1783262278.541,0.798,straight,-1.99,-2.38,-46.46,2.27,1.02,1.12,1,0.05,-0.05,1.02,0.67,0.79,0.43,
1783262278.561,0.818,straight,-1.98,-2.38,-46.45,2.27,1.02,0.92,1,0.05,-0.04,1.02,0.67,0.30,0.55,
1783262278.581,0.838,straight,-1.98,-2.39,-46.44,2.27,1.02,0.61,1,0.06,-0.04,1.02,0.55,0.12,0.24,
1783262278.601,0.858,straight,-1.98,-2.40,-46.44,2.27,1.02,0.60,1,0.05,-0.04,1.02,0.55,0.06,0.24,
1783262278.621,0.878,straight,-1.97,-2.42,-46.43,2.26,1.02,0.91,1,0.05,-0.04,1.02,0.61,-0.12,0.67,
1783262278.641,0.898,straight,-1.96,-2.43,-46.40,2.26,1.02,1.29,1,0.05,-0.04,1.02,0.67,-0.12,1.10,
